pais,categoria,tematica,tecnica,soporte,medidas,fecha,etiquetas,precio,obra,autor,link
Espana,Pintura,Figura,Otros,Otros,148 x 95 cm,Artelista desde: 17 de Mayo de 2020,"new yor, nyc, people, staff, persona, personal",106.015 MX$,New York #81,Socrates Rizquez,https://www.artelista.com/obra/4548019088784367-new-york-81.html
Argentina,Pintura,Paisaje,Acrilico,Tela,190 x 144 cm,Artelista desde: 29 de Mayo de 2020,"#puertto, #paisaje, #alegria, #civilizacion, #mar, #abstracto",88.273 MX$,Blessed,Gisela Gaffoglio,https://www.artelista.com/obra/8020359989253515-blessed.html
Peru,Pintura,Otros,Oleo,Lienzo,120 x 150 cm,Artelista desde: 18 de Agosto de 2020,"abstracto, expresionismo, conceptual, azules, azules, claros",100.014 MX$,SERENDIPITY,cecilia fernandez de arrospide,https://www.artelista.com/obra/pintura-serendipity-1194218
Mongolia,Pintura,Bodegones,Oleo,Lienzo,150 x 160 cm,Artelista desde: 21 de Septiembre de 2020,"Ger, steppe, Nomad",104.015 MX$,Family of Steppe,Amarsaikhan  Namsraijav,https://www.artelista.com/obra/pintura-bodegon-family-of-steppe-1196313
Mexico,Pintura,Figura,Oleo,Tela,130 x 90 cm,Artelista desde: 8 de Julio de 2020,"bailarina, mujer, bicicleta, aves, azul, turqueza",Obra vendida,"bailarina, aves y bicicleta.",Hugo. Grijalva,https://www.artelista.com/obra/pintura-figura-bailarina-aves-y-bicicleta-1191757
Peru,Pintura,Desnudos,Acrilico,Lienzo,60 x 200 cm,Artelista desde: 15 de Abril de 2020,"desnudo, arbol, paisaje, rojo, cuerpo, floral",92.013 MX$,El Descanso,Vito Loli,https://www.artelista.com/obra/1878943866967062-el-descanso.html
Espana,Pintura,Paisaje,Acrilico,Lienzo,200 x 162 cm,Artelista desde: 3 de Febrero de 2020,"paisaje, arbol, ciudad, geometria, triangulos, color",128.018 MX$,EL DIALOGO DE LOS ARBOLES,Jesus Cuenca ,https://www.artelista.com/obra/7067566187251464-el-dialogo-de-los-arboles.html
Espana,Pintura,Otros,Acrilico,Lienzo,130 x 162 cm,Artelista desde: 18 de Marzo de 2020,"trazos, suave tonos, beige, fino, arte moderno, contemporary art",84.012 MX$,Traces to another world,Doris Duschelbauer,https://www.artelista.com/obra/8760330440467730-traces-to-another-world.html
Espana,Pintura,Otros,Acrilico,Lienzo,273 x 200 cm,Artelista desde: 24 de Abril de 2020,"original;gran formato, acrilico, arte moderno;pintura contemporanea",140.020 MX$,"""VIEJO GRAFITY EN SAN PEDRO TELMO""",OSVALDO LOBALZO,https://www.artelista.com/obra/9585568090075952-viejo-grafity-en-san-pedro-telmo.html
Argentina,Pintura,Otros,Acrilico,Tela,190 x 150 cm,Artelista desde: 10 de Marzo de 2020,"#abstracto, #colores vibrantes, #azul  #arquitectura, #arte Latinoamericano, #arte argentino, #arte CONTEMPORANEO",89.973 MX$,Esa increible ciudad portuaria,Gisela Gaffoglio,https://www.artelista.com/obra/6630086560039355-esa-increible-ciudad-portuaria.html
Argentina,Pintura,Otros,Acrilico,Tela,146 x 190 cm,Artelista desde: 16 de Diciembre de 2019,"#alegria, #colores vibrantes #abstracto, #arquitectura, #arte Latinoamericano, #arte argentino, #arte CONTEMPORANEO",83.172 MX$,Espiritu porteno,Gisela Gaffoglio,https://www.artelista.com/obra/7668119915599511-espiritu-porteno.html
Espana,Pintura,Paisaje,Oleo,Lienzo,150 x 150 cm,Artelista desde: 10 de Diciembre de 2019,"paisaje, naturaleza, rio, oleo, pintura al oleo, dura",93.994 MX$,tras la superficie,Maria Teresa Dura Sepulcre,https://www.artelista.com/obra/4054916762659731-tras-la-superficie.html
Argentina,Pintura,Otros,Acrilico,Tela,190 x 150 cm,Artelista desde: 10 de Marzo de 2020,"#vida, #colores vibrantes, #sueno, #organico, #abstracto, #arquitectura",88.273 MX$,Algo de espacio,Gisela Gaffoglio,https://www.artelista.com/obra/6426100667655606-algo-de-espacio.html
Chile,Pintura,Figura,Acrilico,Lienzo,80 x 100 cm,Artelista desde: 3 de Diciembre de 2019,"figura, humana, realismo, magico",Obra vendida,Ascenso y Descenso,Daniel Vargas Pavez,https://www.artelista.com/obra/5436860315632043-ascenso-y-descenso.html
Italia,Pintura,Otros,Media Mixta,Tela,116 x 80 cm,Artelista desde: 19 de Diciembre de 2019,"pittura, contemporanea, originale, fantasia, surrealismo ecologia, art",120.017 MX$,L'isola 01,Giuseppe Sticchinain,https://www.artelista.com/obra/1555223052885909-lisola-01.html
Argentina,Pintura,Paisaje,Acrilico,Lienzo,190 x 150 cm,Artelista desde: 18 de Febrero de 2020,"#artelatinoamericano, #arteargentino, #artecontemporarneo, #arquitectura, #puerto, #industrial",83.172 MX$,Un poco de color,Gisela Gaffoglio,https://www.artelista.com/obra/8921714247731346-un-poco-de-color.html
Peru,Pintura,Retrato,Acrilico,Lienzo,110 x 128 cm,Artelista desde: 6 de Mayo de 2020,"mujer, rostro, femenino, belleza, naranja",120.017 MX$,Sibarita,Vito Loli,https://www.artelista.com/obra/9828672980935946-sibarita.html
Peru,Pintura,Otros,Oleo,Lienzo,150 x 150 cm,Artelista desde: 23 de Enero de 2020,"abstracto, expresionismo, tecnica mixta",84.072 MX$,Heroica,Juan Carlos Mejia de Olarte,https://www.artelista.com/obra/6513559367361591-heroica.html
Espana,Pintura,Paisaje,Oleo,Lienzo,200 x 200 cm,Artelista desde: 12 de Diciembre de 2019,"abstractos, senda acuatica, cascadas, grutas, meditaciones",120.017 MX$,La Senda Acuatica 1,Manuel Rey Piulestan,https://www.artelista.com/obra/1608392423651610-la-senda-acuatica-1.html
Chile,Pintura,Otros,Media Mixta,Tela,1 x 1 cm,Artelista desde: 7 de Diciembre de 2019,"mestizaje, religion, ritual, devocion",144.686 MX$,La Tirana Devocion IV,Roxana Werner,https://www.artelista.com/obra/1879350172950102-la-tirana-devocion-iv.html
Espana,Pintura,Figura,Otros,Otros,98 x 98 cm,Artelista desde: 16 de Marzo de 2020,"nyc, new york, city, street, people, reflection",92.013 MX$,New York #79,Socrates Rizquez,https://www.artelista.com/obra/7763030070241931-new-york-79.html
Chile,Pintura,Otros,Media Mixta,Tela,1 x 1 cm,Artelista desde: 8 de Diciembre de 2019,"salitreras, norte chileno, injusticia",135.643 MX$,Las Mujeres del Salitre,Roxana Werner,https://www.artelista.com/obra/2615000688628687-las-mujeres-del-salitre.html
Argentina,Pintura,Paisaje,Acrilico,Tela,190 x 180 cm,Artelista desde: 23 de Marzo de 2020,"#puerto, #esperanza, #marina, #arquitectura, #arte Latinoamericano, #arte argentino",105.235 MX$,Un futuro mejor,Gisela Gaffoglio,https://www.artelista.com/obra/9716394247253248-un-futuro-mejor.html
Espana,Pintura,Figura,Oleo,Lienzo,146 x 97 cm,Artelista desde: 6 de Mayo de 2020,"urbano, gente, pasos de cebra, multitud, blanco, ciudades",Obra vendida,No hay naves para todos,MARTTA GARCIA RAMO,https://www.artelista.com/obra/9739079178372478-no-hay-naves-para-todos.html
Peru,Pintura,Desnudos,Acrilico,Lienzo,140 x 240 cm,Artelista desde: 15 de Abril de 2020,"mujeres, femenidad, paisaje, paraiso, eden, jardin",184.026 MX$,Jardin del Eden,Vito Loli,https://www.artelista.com/obra/2102480832105696-jardin-del-eden.html
Peru,Pintura,Desnudos,Acrilico,Lienzo,82 x 160 cm,Artelista desde: 14 de Abril de 2020,"desnudo, arbol, paisaje, rojo, cuerpo, floral",92.013 MX$,Entre los arboles,Vito Loli,https://www.artelista.com/obra/1636785458222404-entre-los-arboles.html
Peru,Pintura,Otros,Oleo,Lienzo,150 x 119 cm,Artelista desde: 29 de Agosto de 2019,"abstracto, expresionismo, azul, pintura accion, gran formato, oleo sobre lienzo",104.015 MX$,LIBERTAD,cecilia fernandez de arrospide,https://www.artelista.com/obra/7202170219475964-libertad.html
Espana,Pintura,Marina,Oleo,Lienzo,120 x 100 cm,Artelista desde: 30 de Noviembre de 2019,"cielo, mar, arena",170.024 MX$,Marea Baja (Las Canteras) G.C.,Jorge del Mar Silva Gutierrez,https://www.artelista.com/obra/6326759223299509-marea-baja-las-canteras-gc.html
Espana,Pintura,Paisaje,Otros,Otros,148 x 100 cm,Artelista desde: 13 de Noviembre de 2019,"nyc, new york, street, calle, train, tren",92.013 MX$,New York #73,Socrates Rizquez,https://www.artelista.com/obra/3230091425779628-new-york-73.html
Italia,Pintura,Marina,Acrilico,Tela,90 x 90 cm,Artelista desde: 5 de Octubre de 2019,"pittura, contemporanea, originale, paesaggio, napoli, nuovo surrealismo",100.014 MX$,Mare di Napoli,Giuseppe Sticchinain,https://www.artelista.com/obra/2589510623765390-mare-di-napoli.html
Chile,Pintura,Figura,Media Mixta,Tela,105 x 84 cm,Artelista desde: 27 de Agosto de 2019,"injusticia, aberracion, mineros, desierto, salitre",115.548 MX$,"""Tea Time & Cepo""",Roxana Werner,https://www.artelista.com/obra/3864563491536163-tea-time-cepo.html
Espana,Pintura,Animales,Oleo,Lienzo,150 x 195 cm,Artelista desde: 3 de Octubre de 2019,"expresividad, color, animal, oleo, figurativo, fauvista",89.013 MX$,Big,Pilar Alvarez Gimeno,https://www.artelista.com/obra/4676079682456512-big.html
Espana,Pintura,Otros,Oleo,Lienzo,81 x 130 cm,Artelista desde: 5 de Septiembre de 2019,"inteligencia, libertad, palidez, integridad, elegancia, feminidad",120.017 MX$,Hermione Palmer,Clara de Bobes,https://www.artelista.com/obra/3950958659987479-hermione-palmer.html
Espana,Pintura,Desnudos,Acrilico,Lienzo,230 x 90 cm,Artelista desde: 17 de Septiembre de 2019,"peces, sirena, agua, belleza, mar, mujeres",92.013 MX$,"""La nadadora de la quinta""",marianela gallardo,https://www.artelista.com/obra/1553343971150949-la-nadadora-de-la-quinta.html
Peru,Pintura,Otros,Oleo,Lienzo,130 x 100 cm,Artelista desde: 27 de Septiembre de 2019,"abstracto, expresionismo, conceptual, intensidad, pasion, fuego",90.013 MX$,GARDEN ll,cecilia fernandez de arrospide,https://www.artelista.com/obra/4809291662398449-garden-ll.html
Espana,Pintura,Desnudos,Acrilico,Lienzo,89 x 130 cm,Artelista desde: 23 de Agosto de 2019,"mujer, desnudo, woman, nudity, naked, piel",190.027 MX$,GOTAS - DROPS,Sandra Garcia,https://www.artelista.com/obra/8623121861381296-gotas-drops.html
Peru,Pintura,Otros,Oleo,Lienzo,140 x 100 cm,Artelista desde: 24 de Octubre de 2019,"reynaldo, guillermo, rivera Rondon",140.020 MX$,Abstracto ,Reynaldo Guillermo  Rivera Rondon,https://www.artelista.com/obra/3231691077375380-abstracto.html
Espana,Pintura,Figura,Oleo,Lienzo,260 x 195 cm,Artelista desde: 26 de Agosto de 2019,"feminismo, feminista, lucha, empoderamiento, empowerment",192.027 MX$,Empoderamiento II,S. Coronam,https://www.artelista.com/obra/2143507672225412-empoderamiento-ii.html
Ucrania,Pintura,Figura,Oleo,Lienzo,70 x 60 cm,Artelista desde: 27 de Septiembre de 2019,"Aleksandr Dubrovskyy, trees, water, oil painting, original art, classic",85.908 MX$,Mountain river after rain Painting by Aleksandr Dubrovskyy,Aleksandr  Dubrovskyy,https://www.artelista.com/obra/6514006675866626-mountain-river-after-rain-painting-by-aleksandr-dubrovskyy.html
Italia,Pintura,Marina,Acrilico,Tela,70 x 70 cm,Artelista desde: 30 de Agosto de 2019,"pittura, contemporanea, originale, nuovo surrealismo, paesaggio interiore, art",120.017 MX$,La porta sul mare,Giuseppe Sticchinain,https://www.artelista.com/obra/5838676027975618-la-porta-sul-mare.html
Espana,Pintura,Otros,Oleo,Lienzo,81 x 130 cm,Artelista desde: 5 de Septiembre de 2019,"belleza, humor, alegria, libertad, emocion, ocres",120.017 MX$,Lady Lobster,Clara de Bobes,https://www.artelista.com/obra/3790663432974979-lady-lobster.html
Espana,Pintura,Otros,Oleo,Lienzo,73 x 117 cm,Artelista desde: 9 de Septiembre de 2019,"delicadeza, pasado, elegancia, carino, glamour, grises",111.016 MX$,La hija,Clara de Bobes,https://www.artelista.com/obra/3336057241483014-la-hija.html
Grecia,Pintura,Desnudos,Oleo,Lienzo,100 x 100 cm,Artelista desde: 19 de Agosto de 2019,"universo, arcangel, CIUDAD.",160.023 MX$,The Holy City,marily biotti xaga,https://www.artelista.com/obra/1553078282731722-the-holy-city.html
Espana,Pintura,Marina,Acrilico,Lienzo,350 x 200 cm,Artelista desde: 9 de Septiembre de 2019,"peces, agua, sirenas, belleza, nadadora, natacion",168.024 MX$,La nadadora coloso.,marianela gallardo,https://www.artelista.com/obra/1695732563067070-la-nadadora-coloso.html
Peru,Pintura,Otros,Oleo,Lienzo,160 x 70 cm,Artelista desde: 30 de Octubre de 2019,"viva, el, peru, siempre",100.014 MX$,ABSTRACTO SIN TITULO,Reynaldo Guillermo  Rivera Rondon,https://www.artelista.com/obra/6791327191210071-abstracto-sin-titulo.html
Grecia,Pintura,Desnudos,Oleo,Lienzo,100 x 100 cm,Artelista desde: 19 de Agosto de 2019,"fuego, payaso, arcangel, sol y arboles.",150.021 MX$,El Eden y El Infierno,marily biotti xaga,https://www.artelista.com/obra/3855955632165751-el-eden-y-el-infierno.html
Espana,Pintura,Bodegones,Otros,Otros,100 x 150 cm,Artelista desde: 2 de Septiembre de 2019,sin etiquetas,92.013 MX$,Copas #1,Socrates Rizquez,https://www.artelista.com/obra/9083193835191176-copas-1.html
Espana,Pintura,Animales,Oleo,Lienzo,89 x 146 cm,Artelista desde: 17 de Junio de 2019,"fauno, fauna, gaia, ecologia, bosque, natura",120.017 MX$,Fauno,Pau Miquel Bartual,https://www.artelista.com/obra/2201074895041926-fauno.html
Espana,Pintura,Paisaje,Otros,Lienzo,165 x 220 cm,Artelista desde: 7 de Julio de 2019,Textura. Paisaje abstracto. Naturaleza. Espiritualidad,170.024 MX$,TAKI I,INAKI MARTINEZ DE ARBULO,https://www.artelista.com/obra/2017632965443701-taki-i.html
Italia,Pintura,Marina,Acrilico,Tela,70 x 70 cm,Artelista desde: 16 de Julio de 2019,"pittura, contemporanea, nuovo surrealismo, Ischia, Soccorso, italia",120.017 MX$,La luna sull'Isola,Giuseppe Sticchinain,https://www.artelista.com/obra/2568945322034990-la-luna-sullisola.html
Espana,Pintura,Paisaje,Oleo,Lienzo,146 x 89 cm,Artelista desde: 19 de Abril de 2019,"aguila, caballo, naturaleza, gaia, mistico, mistico",120.017 MX$,Natural mistic,Pau Miquel Bartual,https://www.artelista.com/obra/4822665993816692-natural-mistic.html
Espana,Pintura,Paisaje,Otros,Otros,150 x 100 cm,Artelista desde: 8 de Agosto de 2019,"nyc, new york, chinatown, city, street, traffic",92.013 MX$,New York #69,Socrates Rizquez,https://www.artelista.com/obra/1961217922243250-new-york-69.html
Espana,Pintura,Bodegones,Otros,Otros,150 x 100 cm,Artelista desde: 15 de Junio de 2019,"campbells campbell's, soup, sopa, lata, latas, cans",106.015 MX$,Campbell's #1,Socrates Rizquez,https://www.artelista.com/obra/9356246659430245-campbells-1.html
Mexico,Pintura,Figura,Oleo,Lienzo,60 x 90 cm,Artelista desde: 3 de Mayo de 2019,"quixote, quijote, surreal, surrealism, clock, chess",1.000.140 MX$,last windmill,Mauricio Silerio,https://www.artelista.com/obra/4884933597786695-last-windmill.html
Argentina,Pintura,Otros,Acrilico,Lienzo,192 x 162 cm,Artelista desde: 31 de Mayo de 2019,"#abstracto, #colores vibrantes, #industrial  #arquitectura, #arte Latinoamericano, #arte argentino, #arte CONTEMPORANEO",94.014 MX$,Tejido urbano,Gisela Gaffoglio,https://www.artelista.com/obra/1884127975351500-tejido-urbano.html
Espana,Pintura,Paisaje,Otros,Otros,120 x 48 cm,Artelista desde: 14 de Abril de 2019,"new york, nyc, calle, street, trafico, traffic",Obra vendida,New York #66,Socrates Rizquez,https://www.artelista.com/obra/7147437735968697-new-york-66.html
Italia,Pintura,Paisaje,Acrilico,Lienzo,80 x 80 cm,Artelista desde: 29 de Mayo de 2019,"pittura, originale, paesaggio, surreale, art, italia",Obra vendida,Fragili equilibri del pianeta blu,Giuseppe Sticchinain,https://www.artelista.com/obra/1077829823740914-fragili-equilibri-del-pianeta-blu.html
Portugal,Pintura,Figura,Oleo,Tabla,75 x 122 cm,Artelista desde: 23 de Abril de 2019,sin etiquetas,Obra vendida,El ascencion de las sibilas ,Alain Amar,https://www.artelista.com/obra/9553690598914233-el-ascencion-de-las-sibilas.html
Espana,Pintura,Animales,Oleo,Lienzo,40 x 60 cm,Artelista desde: 25 de Junio de 2019,"Alvaro Suarez Vertiz, Alvaro Suarez Vertiz, Garabaticismo",Obra vendida,Caballo,Alvaro Suarez Vertiz,https://www.artelista.com/obra/9434825895316146-caballo.html
Italia,Pintura,Paisaje,Acrilico,Tela,1.000 x 70 cm,Artelista desde: 10 de Abril de 2019,"pittura, contemporanea, originale, paesaggio, italiano Ischia, art",140.020 MX$,Il nido a Ischia,Giuseppe Sticchinain,https://www.artelista.com/obra/5397418459610003-il-nido-a-ischia.html
Jordania,Pintura,Figura,Oleo,Lienzo,70 x 90 cm,Artelista desde: 24 de Mayo de 2019,sin etiquetas,100.014 MX$,Waiting,IMAD ABU SHTAYYAH,https://www.artelista.com/obra/4902251118912713-waiting.html
Grecia,Pintura,Desnudos,Oleo,Lienzo,100 x 100 cm,Artelista desde: 19 de Agosto de 2019,"hombres, mujeres, arcangel, cielo, y aguas.",150.021 MX$,el rapto,marily biotti xaga,https://www.artelista.com/obra/1484128523195169-el-rapto.html
Grecia,Pintura,Desnudos,Oleo,Lienzo,100 x 100 cm,Artelista desde: 19 de Agosto de 2019,"angeles, cuerpos humanos, batalla. universo.",150.021 MX$,Angeles Caidos,marily biotti xaga,https://www.artelista.com/obra/1316883060587713-angeles-caidos.html
Peru,Pintura,Otros,Oleo,Lienzo,150 x 120 cm,Artelista desde: 20 de Mayo de 2019,"abstracto, expresionismo, intensidad, libertad, azules, verdes",100.014 MX$,MUNDO,cecilia fernandez de arrospide,https://www.artelista.com/obra/2487595467225391-mundo.html
Grecia,Pintura,Desnudos,Oleo,Lienzo,100 x 100 cm,Artelista desde: 19 de Agosto de 2019,"seres humanos, adam, eva, problemas climatologicos.",130.019 MX$,las consecuencias,marily biotti xaga,https://www.artelista.com/obra/4497957890757619-las-consecuencias.html
Mexico,Pintura,Desnudos,Oleo,Lienzo,77 x 102 cm,Artelista desde: 29 de Abril de 2019,"arte mexicano, arte contemporaneo, arte actual",200.028 MX$,ave fenix dos,Armandino  Pruneda Sainz,https://www.artelista.com/obra/5433431869422510-ave-fenix-dos.html
Grecia,Pintura,Desnudos,Oleo,Lienzo,100 x 100 cm,Artelista desde: 19 de Agosto de 2019,"arcangel, gente sombras de gente que pasan al velo, cielo almas, luz.",160.023 MX$,el velo,marily biotti xaga,https://www.artelista.com/obra/2446527533687904-el-velo.html
Mexico,Pintura,Figura,Oleo,Lienzo,77 x 102 cm,Artelista desde: 29 de Abril de 2019,"arte mexicano, arte figurativo, arte contemporaneo",200.028 MX$,Ave Fenix,Armandino  Pruneda Sainz,https://www.artelista.com/obra/6044778753713795-ave-fenix.html
Chile,Pintura,Tela,Acrilico,Otros,200 x 120 cm,Artelista desde: 4 de Noviembre de 2018,"colorido, grande, abstracto",110.524 MX$,Carioquinha,Francisco Javier Campla Livesey,https://www.artelista.com/obra/6392710614777548-carioquinha.html
Argentina,Pintura,Otros,Acrilico,Lienzo,130 x 190 cm,Artelista desde: 6 de Marzo de 2019,"#arquitectura, #industrial #arte argentino, #sentimientos, #arte Latinoamericano, #arquitectura, #abstracto",Obra vendida,Vivir en Buenos Aires,Gisela Gaffoglio,https://www.artelista.com/obra/1309299084971472-vivir-en-buenos-aires.html
Argentina,Pintura,Paisaje,Acrilico,Lienzo,190 x 150 cm,Artelista desde: 7 de Diciembre de 2018,"#abstracto, #arquitectura, #arte Latinoamericano, #marina, #industrial #arte argentino, #arquitectura",83.172 MX$,Blue ghost,Gisela Gaffoglio,https://www.artelista.com/obra/9466119291793516-blue-ghost.html
Espana,Pintura,Paisaje,Oleo,Lienzo,81 x 65 cm,Artelista desde: 12 de Enero de 2019,"figurativo, realism, realismo, urbano, portugal, oporto",Obra vendida,De Oporto a Vilanova de Gaia,Jesus Monge,https://www.artelista.com/obra/4246776442801928-de-oporto-a-vilanova-de-gaia.html
Espana,Pintura,Paisaje,Oleo,Lienzo,80 x 80 cm,Artelista desde: 30 de Octubre de 2018,"paisaje urbano, decadencia, fachadas, alta, cabildo de arriba, santander",92.013 MX$,Cabildo de arriba-Cl San Pedro,Tomas Castano,https://www.artelista.com/obra/1548731720302433-cabildo-de-arriba-cl-san-pedro.html
Colombia,Pintura,Figura,Oleo,Lienzo,18 x 18 cm,Artelista desde: 24 de Octubre de 2018,"Caribe, realismo, rayismo, impresionista, figurativo, del",83.617 MX$,FACE 0052,LUIS EMILIO RENTERIA LERMA,https://www.artelista.com/obra/7783664750863874-face-0052.html
Argentina,Pintura,Otros,Oleo,Lienzo,60 x 80 cm,Artelista desde: 4 de Enero de 2019,"cubismo, cubism, christ, Descent, cristo, descendimiento",128.018 MX$,Descendimiento,Omar Sorriente,https://www.artelista.com/obra/2120329963090503-descendimiento.html
